Trinity_ID	SB_ID	SB_chr	SB_start	SB_end	evalue	bitscore
KWMTBOMO03779	KWMTBOMO03779	Bomo_Chr7	1564248	1574532	0.0	533
KWMTBOMO03780	KWMTBOMO03780	Bomo_Chr7	1580618	1590032	0.0	617
KWMTBOMO03785	KWMTBOMO03785	Bomo_Chr7	1720582	1727577	4.56e-147	517
KWMTBOMO03786	KWMTBOMO03786	Bomo_Chr7	1730217	1741757	0.0	1774
KWMTBOMO03787	KWMTBOMO03787	Bomo_Chr7	1742959	1757637	1.84e-155	545
KWMTBOMO03792	KWMTBOMO03792	Bomo_Chr7	1806868	1819207	7.69e-131	463
KWMTBOMO03793	KWMTBOMO03793	Bomo_Chr7	1830588	1840145	0.0	820
KWMTBOMO03795	KWMTBOMO03795	Bomo_Chr7	1858418	1925122	1.23e-160	562
KWMTBOMO03796	KWMTBOMO03796	Bomo_Chr7	1931459	1941287	0.0	289
KWMTBOMO03798	KWMTBOMO03798	Bomo_Chr7	1941764	1987747	2.01e-161	415
KWMTBOMO03802	KWMTBOMO03802	Bomo_Chr7	2068844	2072402	5.90e-133	166
KWMTBOMO03803	KWMTBOMO03803	Bomo_Chr7	2073703	2088403	0.0	681
KWMTBOMO03804	KWMTBOMO03804	Bomo_Chr7	2097733	2100643	2.69e-177	300
KWMTBOMO03806	KWMTBOMO03806	Bomo_Chr7	2334554	2336488	0.0	1076
KWMTBOMO03809	KWMTBOMO03809	Bomo_Chr7	2366201	2370773	0.0	741
KWMTBOMO03814	KWMTBOMO03814	Bomo_Chr7	2622134	2623537	0.0	808
KWMTBOMO03817	KWMTBOMO03817	Bomo_Chr7	2999262	3001237	1.28e-147	519
KWMTBOMO03823	KWMTBOMO03823	Bomo_Chr7	3297090	3298261	0.0	650
KWMTBOMO03830	KWMTBOMO03830	Bomo_Chr7	3412814	3416939	0.0	758
KWMTBOMO03831	KWMTBOMO03831	Bomo_Chr7	3419470	3428921	0.0	983
KWMTBOMO03846	KWMTBOMO03846	Bomo_Chr7	4062440	4064112	0.0	1185
KWMTBOMO03848	KWMTBOMO03848	Bomo_Chr7	4176867	4182445	0.0	1050
KWMTBOMO03849	KWMTBOMO03849	Bomo_Chr7	4231806	4235450	9.71e-116	412
KWMTBOMO03853	KWMTBOMO03853	Bomo_Chr7	4572739	4584505	0.0	784
KWMTBOMO03854	KWMTBOMO03854	Bomo_Chr7	4588254	4604355	0.0	1734
KWMTBOMO03855	KWMTBOMO03855	Bomo_Chr7	4607936	4612603	0.0	952
KWMTBOMO03861	KWMTBOMO03861	Bomo_Chr7	4988522	5023445	0.0	938
KWMTBOMO03865	KWMTBOMO03865	Bomo_Chr7	5203748	5212325	1.64e-157	419
KWMTBOMO03868	KWMTBOMO03868	Bomo_Chr7	5346287	5349138	0.0	734
KWMTBOMO03869	KWMTBOMO03869	Bomo_Chr7	5351889	5352777	1.71e-90	328
KWMTBOMO03870	KWMTBOMO03870	Bomo_Chr7	5355349	5370083	4.47e-164	574
KWMTBOMO03871	KWMTBOMO03871	Bomo_Chr7	5371507	5373488	4.04e-117	417
KWMTBOMO03872	KWMTBOMO03872	Bomo_Chr7	5375920	5383778	0.0	1037
KWMTBOMO03874	KWMTBOMO03874	Bomo_Chr7	5386819	5388412	0.0	789
KWMTBOMO03877	KWMTBOMO03877	Bomo_Chr7	5451089	5452883	1.23e-122	435
KWMTBOMO03882	KWMTBOMO03882	Bomo_Chr7	5760613	5761434	8.10e-157	550
KWMTBOMO03883	KWMTBOMO03883	Bomo_Chr7	5806081	5809104	0.0	2025
KWMTBOMO03884	KWMTBOMO03884	Bomo_Chr7	5814985	5853095	0.0	642
KWMTBOMO03888	KWMTBOMO03888	Bomo_Chr7	5915316	5923754	0.0	470
KWMTBOMO03889	KWMTBOMO03889	Bomo_Chr7	5924446	5950834	0.0	1068
KWMTBOMO03891	KWMTBOMO03891	Bomo_Chr7	5952180	5958464	0.0	1058
KWMTBOMO03892	KWMTBOMO03892	Bomo_Chr7	5961675	5962719	0.0	705
KWMTBOMO03894	KWMTBOMO03894	Bomo_Chr7	5974441	5975834	0.0	991
KWMTBOMO03895	KWMTBOMO03895	Bomo_Chr7	5991323	6006695	0.0	739
KWMTBOMO03897	KWMTBOMO03897	Bomo_Chr7	6012456	6024428	0.0	1000
KWMTBOMO03902	KWMTBOMO03902	Bomo_Chr7	6100196	6106767	0.0	1166
KWMTBOMO03909	KWMTBOMO03909	Bomo_Chr7	6282886	6293536	1.55e-85	312
KWMTBOMO03910	KWMTBOMO03910	Bomo_Chr7	6296896	6300114	1.43e-116	415
KWMTBOMO03911	KWMTBOMO03911	Bomo_Chr7	6302996	6381125	1.12e-108	389
KWMTBOMO03913	KWMTBOMO03913	Bomo_Chr7	6472785	6479954	0.0	1031
KWMTBOMO03918	KWMTBOMO03918	Bomo_Chr7	6547215	6548154	5.80e-100	360
KWMTBOMO03919	KWMTBOMO03919	Bomo_Chr7	6550344	6551204	1.77e-101	365
KWMTBOMO03920	KWMTBOMO03920	Bomo_Chr7	6552845	6562793	0.0	642
KWMTBOMO03921	KWMTBOMO03921	Bomo_Chr7	6562862	6569094	0.0	793
KWMTBOMO03922	KWMTBOMO03922	Bomo_Chr7	6631311	6641044	1.32e-180	629
KWMTBOMO03924	KWMTBOMO03924	Bomo_Chr7	6672495	6674318	0.0	868
KWMTBOMO03927	KWMTBOMO03927	Bomo_Chr7	6711545	6722742	0.0	504
KWMTBOMO03928	KWMTBOMO03928	Bomo_Chr7	6724959	6728284	9.73e-148	519
KWMTBOMO03929	KWMTBOMO03929	Bomo_Chr7	6733314	6735564	0.0	623
KWMTBOMO03930	KWMTBOMO03930	Bomo_Chr7	6737215	6738239	1.42e-148	522
KWMTBOMO03932	KWMTBOMO03932	Bomo_Chr7	6752635	6762564	1.31e-168	589
KWMTBOMO03933	KWMTBOMO03933	Bomo_Chr7	6764605	6770166	0.0	916
KWMTBOMO03944	KWMTBOMO03944	Bomo_Chr7	6850964	6854758	3.60e-108	387
KWMTBOMO03945	KWMTBOMO03945	Bomo_Chr7	6859233	6868743	0.0	934
KWMTBOMO03946	KWMTBOMO03946	Bomo_Chr7	6871214	6878164	0.0	984
KWMTBOMO03947	KWMTBOMO03947	Bomo_Chr7	6880184	6882975	1.86e-147	518
KWMTBOMO03949	KWMTBOMO03949	Bomo_Chr7	6888615	6900473	0.0	1101
KWMTBOMO03950	KWMTBOMO03950	Bomo_Chr7	6903954	6910230	6.87e-109	390
KWMTBOMO03952	KWMTBOMO03952	Bomo_Chr7	6913194	6913995	1.25e-88	230
KWMTBOMO03954	KWMTBOMO03954	Bomo_Chr7	6933504	6934620	2.87e-108	388
KWMTBOMO03955	KWMTBOMO03955	Bomo_Chr7	6936054	6937346	2.53e-169	591
KWMTBOMO03956	KWMTBOMO03956	Bomo_Chr7	6938602	6955743	0.0	1718
KWMTBOMO03959	KWMTBOMO03959	Bomo_Chr7	7010944	7022029	0.0	842
KWMTBOMO03961	KWMTBOMO03961	Bomo_Chr7	7033974	7039798	1.19e-179	626
KWMTBOMO03963	KWMTBOMO03963	Bomo_Chr7	7051114	7096279	0.0	1483
KWMTBOMO03964	KWMTBOMO03964	Bomo_Chr7	7096684	7110692	0.0	1343
KWMTBOMO03973	KWMTBOMO03973	Bomo_Chr7	7413561	7417645	0.0	592
KWMTBOMO03974	KWMTBOMO03974	Bomo_Chr7	7418002	7427560	0.0	512
KWMTBOMO03975	KWMTBOMO03975	Bomo_Chr7	7427941	7434092	4.52e-146	514
KWMTBOMO03977	KWMTBOMO03977	Bomo_Chr7	7447754	7450380	2.03e-124	306
KWMTBOMO03979	KWMTBOMO03979	Bomo_Chr7	7467991	7496095	0.0	790
KWMTBOMO03982	KWMTBOMO03982	Bomo_Chr7	7508862	7529320	0.0	855
KWMTBOMO03984	KWMTBOMO03984	Bomo_Chr7	7542212	7550150	3.32e-121	431
KWMTBOMO03985	KWMTBOMO03985	Bomo_Chr7	7552481	7561360	0.0	647
KWMTBOMO03988	KWMTBOMO03988	Bomo_Chr7	7589641	7593437	0.0	633
KWMTBOMO03989	KWMTBOMO03989	Bomo_Chr7	7603231	7659150	0.0	919
KWMTBOMO03991	KWMTBOMO03991	Bomo_Chr7	7723726	7735375	1.58e-138	489
KWMTBOMO03992	KWMTBOMO03992	Bomo_Chr7	7742836	7798087	0.0	785
KWMTBOMO03994	KWMTBOMO03994	Bomo_Chr7	7899719	7902235	4.72e-103	370
KWMTBOMO04000	KWMTBOMO04000	Bomo_Chr7	8037241	8042061	0.0	1066
KWMTBOMO04001	KWMTBOMO04001	Bomo_Chr7	8048043	8082280	0.0	870
KWMTBOMO04008	KWMTBOMO04008	Bomo_Chr7	8163921	8185548	0.0	788
KWMTBOMO04010	KWMTBOMO04010	Bomo_Chr7	8217934	8220450	9.04e-177	407
KWMTBOMO04017	KWMTBOMO04017	Bomo_Chr7	8756291	8770010	1.48e-178	622
KWMTBOMO04018	KWMTBOMO04018	Bomo_Chr7	8966813	9000540	0.0	956
KWMTBOMO04019	KWMTBOMO04019	Bomo_Chr7	9050468	9064900	0.0	1319
KWMTBOMO04022	KWMTBOMO04022	Bomo_Chr7	9096991	9100027	0.0	781
KWMTBOMO04023	KWMTBOMO04023	Bomo_Chr7	9102661	9112131	0.0	1428
KWMTBOMO04024	KWMTBOMO04024	Bomo_Chr7	9113361	9118471	4.93e-137	484
KWMTBOMO04028	KWMTBOMO04028	Bomo_Chr7	9293301	9299805	0.0	1081
KWMTBOMO04032	KWMTBOMO04032	Bomo_Chr7	9399971	9405745	4.38e-161	564
KWMTBOMO04033	KWMTBOMO04033	Bomo_Chr7	9407163	9416680	0.0	742
KWMTBOMO04034	KWMTBOMO04034	Bomo_Chr7	9504141	9506390	0.0	575
KWMTBOMO04040	KWMTBOMO04040	Bomo_Chr7	9591011	9626625	0.0	1556
KWMTBOMO04041	KWMTBOMO04041	Bomo_Chr7	9632511	9637675	0.0	590
KWMTBOMO04042	KWMTBOMO04042	Bomo_Chr7	9641741	9643805	3.02e-153	538
KWMTBOMO04043	KWMTBOMO04043	Bomo_Chr7	9644491	9645615	3.10e-90	327
KWMTBOMO04045	KWMTBOMO04045	Bomo_Chr7	9651961	9653821	0.0	1284
KWMTBOMO04046	KWMTBOMO04046	Bomo_Chr7	9657112	9665120	6.17e-109	390
KWMTBOMO04072	KWMTBOMO04072	Bomo_Chr7	10662039	10671135	5.16e-89	323
KWMTBOMO04077	KWMTBOMO04077	Bomo_Chr7	10836366	10837949	0.0	691
KWMTBOMO04078	KWMTBOMO04078	Bomo_Chr7	10838711	10839265	8.89e-84	306
KWMTBOMO04081	KWMTBOMO04081	Bomo_Chr7	10861916	10864895	2.99e-85	311
KWMTBOMO04084	KWMTBOMO04084	Bomo_Chr7	10915699	10917945	0.0	705
KWMTBOMO04091	KWMTBOMO04091	Bomo_Chr7	11025996	11029819	0.0	1101
KWMTBOMO04093	KWMTBOMO04093	Bomo_Chr7	11045510	11060044	0.0	1027
KWMTBOMO04094	KWMTBOMO04094	Bomo_Chr7	11067840	11070130	1.42e-136	482
KWMTBOMO04095	KWMTBOMO04095	Bomo_Chr7	11082971	11100809	0.0	1013
KWMTBOMO04096	KWMTBOMO04096	Bomo_Chr7	11103040	11103849	5.08e-143	503
KWMTBOMO04099	KWMTBOMO04099	Bomo_Chr7	11115585	11116839	0.0	819
KWMTBOMO04100	KWMTBOMO04100	Bomo_Chr7	11117590	11118635	0.0	685
KWMTBOMO04102	KWMTBOMO04102	Bomo_Chr7	11128630	11183139	0.0	778
KWMTBOMO04104	KWMTBOMO04104	Bomo_Chr7	11200450	11211541	0.0	774
KWMTBOMO04106	KWMTBOMO04106	Bomo_Chr7	11362889	11365806	0.0	671
KWMTBOMO04107	KWMTBOMO04107	Bomo_Chr7	11376148	11379756	2.45e-89	275
KWMTBOMO04113	KWMTBOMO04113	Bomo_Chr7	11691530	11699056	0.0	803
KWMTBOMO04129	KWMTBOMO04129	Bomo_Chr7	11917795	11925039	0.0	943
KWMTBOMO04131	KWMTBOMO04131	Bomo_Chr7	11935337	11941509	0.0	568
KWMTBOMO04140	KWMTBOMO04140	Bomo_Chr7	12301908	12309256	0.0	818
KWMTBOMO04141	KWMTBOMO04141	Bomo_Chr7	12309758	12323342	0.0	819
KWMTBOMO04144	KWMTBOMO04144	Bomo_Chr7	12388240	12407347	0.0	950
KWMTBOMO04145	KWMTBOMO04145	Bomo_Chr7	12411788	12414430	0.0	701
KWMTBOMO04146	KWMTBOMO04146	Bomo_Chr7	12416749	12424347	0.0	416
KWMTBOMO04149	KWMTBOMO04149	Bomo_Chr7	12515423	12516202	5.66e-128	453
KWMTBOMO04151	KWMTBOMO04151	Bomo_Chr7	12524183	12538215	0.0	642
KWMTBOMO04152	KWMTBOMO04152	Bomo_Chr7	12542644	12552242	0.0	383
KWMTBOMO04153	KWMTBOMO04153	Bomo_Chr7	12552889	12554912	5.34e-85	310
KWMTBOMO04154	KWMTBOMO04154	Bomo_Chr7	12560213	12561930	5.37e-96	347
KWMTBOMO04155	KWMTBOMO04155	Bomo_Chr7	12567014	12569222	2.20e-109	391
KWMTBOMO04156	KWMTBOMO04156	Bomo_Chr7	12569723	12577544	0.0	567
KWMTBOMO04157	KWMTBOMO04157	Bomo_Chr7	12579788	12581372	6.85e-141	496
KWMTBOMO04158	KWMTBOMO04158	Bomo_Chr7	12583093	12589381	0.0	2640
KWMTBOMO04159	KWMTBOMO04159	Bomo_Chr7	12594860	12600642	6.43e-176	613
KWMTBOMO04165	KWMTBOMO04165	Bomo_Chr7	12701479	12702572	0.0	740
KWMTBOMO04170	KWMTBOMO04170	Bomo_Chr7	12746403	12769527	0.0	1215
KWMTBOMO04171	KWMTBOMO04171	Bomo_Chr7	12772616	12785052	0.0	739
KWMTBOMO04174	KWMTBOMO04174	Bomo_Chr7	12843450	12851452	0.0	726
KWMTBOMO04176	KWMTBOMO04176	Bomo_Chr7	12901482	12907285	0.0	699
KWMTBOMO04178	KWMTBOMO04178	Bomo_Chr7	12923787	12928691	2.49e-108	388
KWMTBOMO04179	KWMTBOMO04179	Bomo_Chr7	12953375	12961241	2.59e-100	213
KWMTBOMO04180	KWMTBOMO04180	Bomo_Chr7	12968332	12993736	0.0	851
KWMTBOMO04182	KWMTBOMO04182	Bomo_Chr7	13004905	13006331	8.90e-111	396
KWMTBOMO04190	KWMTBOMO04190	Bomo_Chr7	13172082	13186113	1.62e-103	372
KWMTBOMO04193	KWMTBOMO04193	Bomo_Chr7	13231902	13234653	0.0	736
KWMTBOMO04194	KWMTBOMO04194	Bomo_Chr7	13313665	13316490	2.07e-99	358
KWMTBOMO04197	KWMTBOMO04197	Bomo_Chr7	13330125	13336320	0.0	947
KWMTBOMO04202	KWMTBOMO04202	Bomo_Chr7	13427021	13458274	2.13e-156	548
KWMTBOMO04203	KWMTBOMO04203	Bomo_Chr7	13553665	13555951	0.0	532
KWMTBOMO04204	KWMTBOMO04204	Bomo_Chr7	13559125	13562314	0.0	1514
KWMTBOMO04206	KWMTBOMO04206	Bomo_Chr7	13646490	13647449	2.99e-139	321
KWMTBOMO04209	KWMTBOMO04209	Bomo_Chr7	13725651	13726679	6.88e-144	506
KWMTBOMO04210	KWMTBOMO04210	Bomo_Chr7	13743571	13764629	1.51e-91	332
KWMTBOMO04214	KWMTBOMO04214	Bomo_Chr7	13876050	13878066	4.72e-107	384
KWMTBOMO04215	KWMTBOMO04215	Bomo_Chr7	13879020	13879712	2.44e-89	289
KWMTBOMO04216	KWMTBOMO04216	Bomo_Chr7	13898610	13908181	0.0	1178
KWMTBOMO04224	KWMTBOMO04224	Bomo_Chr8	213155	216695	7.06e-159	556
KWMTBOMO04244	KWMTBOMO04244	Bomo_Chr8	931106	938830	2.18e-132	396
KWMTBOMO04245	KWMTBOMO04245	Bomo_Chr8	941338	962135	0.0	553
KWMTBOMO04247	KWMTBOMO04247	Bomo_Chr8	971366	975325	1.17e-131	466
KWMTBOMO04248	KWMTBOMO04248	Bomo_Chr8	983416	987580	2.00e-159	558
KWMTBOMO04258	KWMTBOMO04258	Bomo_Chr8	1203929	1210929	2.49e-101	364
KWMTBOMO04263	KWMTBOMO04263	Bomo_Chr8	1315350	1316221	2.49e-140	495
KWMTBOMO04264	KWMTBOMO04264	Bomo_Chr8	1322140	1333504	0.0	1407
KWMTBOMO04265	KWMTBOMO04265	Bomo_Chr8	1334370	1376459	0.0	924
KWMTBOMO04267	KWMTBOMO04267	Bomo_Chr8	1408410	1412273	1.28e-139	492
KWMTBOMO04277	KWMTBOMO04277	Bomo_Chr8	1702270	1706759	4.72e-177	617
KWMTBOMO04278	KWMTBOMO04278	Bomo_Chr8	1710260	1714464	0.0	1714
KWMTBOMO04295	KWMTBOMO04295	Bomo_Chr8	1994710	1997972	0.0	860
KWMTBOMO04297	KWMTBOMO04297	Bomo_Chr8	2036970	2038515	0.0	950
KWMTBOMO04306	KWMTBOMO04306	Bomo_Chr8	2373945	2394493	0.0	1200
KWMTBOMO04313	KWMTBOMO04313	Bomo_Chr8	2922806	2936344	9.29e-175	532
KWMTBOMO04314	KWMTBOMO04314	Bomo_Chr8	2943753	2962825	0.0	1295
KWMTBOMO04315	KWMTBOMO04315	Bomo_Chr8	2966546	2987769	0.0	853
KWMTBOMO04322	KWMTBOMO04322	Bomo_Chr8	3223725	3228345	5.70e-120	427
KWMTBOMO04323	KWMTBOMO04323	Bomo_Chr8	3238496	3240745	8.95e-162	566
KWMTBOMO04326	KWMTBOMO04326	Bomo_Chr8	3385230	3388969	1.57e-171	449
KWMTBOMO04328	KWMTBOMO04328	Bomo_Chr8	3406587	3434689	0.0	633
KWMTBOMO04329	KWMTBOMO04329	Bomo_Chr8	3435801	3437779	0.0	1196
KWMTBOMO04331	KWMTBOMO04331	Bomo_Chr8	3445341	3455769	0.0	1045
KWMTBOMO04337	KWMTBOMO04337	Bomo_Chr8	3636508	3640449	0.0	640
KWMTBOMO04341	KWMTBOMO04341	Bomo_Chr8	3844260	3847113	1.12e-109	392
KWMTBOMO04344	KWMTBOMO04344	Bomo_Chr8	3977050	3994872	0.0	429
KWMTBOMO04348	KWMTBOMO04348	Bomo_Chr8	4040251	4063649	2.05e-163	571
KWMTBOMO04350	KWMTBOMO04350	Bomo_Chr8	4173734	4174662	2.54e-81	215
KWMTBOMO04358	KWMTBOMO04358	Bomo_Chr8	4338662	4344162	1.76e-131	429
KWMTBOMO04369	KWMTBOMO04369	Bomo_Chr8	4785663	4788032	6.28e-101	363
KWMTBOMO04379	KWMTBOMO04379	Bomo_Chr8	5105828	5108757	6.50e-122	433
KWMTBOMO04380	KWMTBOMO04380	Bomo_Chr8	5110208	5132872	0.0	2359
KWMTBOMO04382	KWMTBOMO04382	Bomo_Chr8	5151004	5153727	2.17e-150	281
KWMTBOMO04389	KWMTBOMO04389	Bomo_Chr8	5648126	5697247	2.13e-89	325
KWMTBOMO04399	KWMTBOMO04399	Bomo_Chr8	5869863	5884241	0.0	689
KWMTBOMO04402	KWMTBOMO04402	Bomo_Chr8	5995552	5997453	1.52e-110	395
KWMTBOMO04408	KWMTBOMO04408	Bomo_Chr8	6314569	6316513	0.0	772
KWMTBOMO04411	KWMTBOMO04411	Bomo_Chr8	6345537	6347003	0.0	1010
KWMTBOMO04412	KWMTBOMO04412	Bomo_Chr8	6353814	6358050	0.0	2403
KWMTBOMO04414	KWMTBOMO04414	Bomo_Chr8	6368517	6369943	2.27e-93	338
KWMTBOMO04417	KWMTBOMO04417	Bomo_Chr8	6383926	6386723	2.64e-88	321
KWMTBOMO04419	KWMTBOMO04419	Bomo_Chr8	6389984	6392672	0.0	1414
KWMTBOMO04423	KWMTBOMO04423	Bomo_Chr8	6441687	6444043	0.0	582
KWMTBOMO04424	KWMTBOMO04424	Bomo_Chr8	6447209	6452743	5.04e-166	580
KWMTBOMO04425	KWMTBOMO04425	Bomo_Chr8	6455704	6457096	8.19e-113	403
KWMTBOMO04427	KWMTBOMO04427	Bomo_Chr8	6468284	6471681	3.18e-168	588
KWMTBOMO04431	KWMTBOMO04431	Bomo_Chr8	6587436	6591722	0.0	796
KWMTBOMO04436	KWMTBOMO04436	Bomo_Chr8	6685653	6691550	0.0	907
KWMTBOMO04440	KWMTBOMO04440	Bomo_Chr8	6717434	6718582	2.01e-173	459
KWMTBOMO04451	KWMTBOMO04451	Bomo_Chr8	6897963	6911637	0.0	977
KWMTBOMO04452	KWMTBOMO04452	Bomo_Chr8	6930425	6941665	0.0	1405
KWMTBOMO04453	KWMTBOMO04453	Bomo_Chr8	6944425	6947557	0.0	1194
KWMTBOMO04454	KWMTBOMO04454	Bomo_Chr8	6948092	6949224	2.04e-133	472
KWMTBOMO04456	KWMTBOMO04456	Bomo_Chr8	6996053	7002274	0.0	940
KWMTBOMO04458	KWMTBOMO04458	Bomo_Chr8	7011875	7027957	0.0	1002
KWMTBOMO04463	KWMTBOMO04463	Bomo_Chr8	7067765	7069560	1.88e-88	321
KWMTBOMO04464	KWMTBOMO04464	Bomo_Chr8	7095345	7106081	0.0	1475
KWMTBOMO04465	KWMTBOMO04465	Bomo_Chr8	7109129	7114444	0.0	1164
KWMTBOMO04466	KWMTBOMO04466	Bomo_Chr8	7115895	7122319	0.0	1165
KWMTBOMO04469	KWMTBOMO04469	Bomo_Chr8	7146815	7149289	0.0	657
KWMTBOMO04470	KWMTBOMO04470	Bomo_Chr8	7151181	7153694	2.58e-114	408
KWMTBOMO04471	KWMTBOMO04471	Bomo_Chr8	7159765	7177608	0.0	990
KWMTBOMO04473	KWMTBOMO04473	Bomo_Chr8	7210685	7219946	0.0	590
KWMTBOMO04475	KWMTBOMO04475	Bomo_Chr8	7241033	7271494	5.91e-83	303
KWMTBOMO04477	KWMTBOMO04477	Bomo_Chr8	7320043	7324485	3.74e-180	349
KWMTBOMO04478	KWMTBOMO04478	Bomo_Chr8	7324489	7333762	0.0	1120
KWMTBOMO04479	KWMTBOMO04479	Bomo_Chr8	7335603	7337521	1.08e-137	486
KWMTBOMO04480	KWMTBOMO04480	Bomo_Chr8	7343082	7394272	0.0	970
KWMTBOMO04481	KWMTBOMO04481	Bomo_Chr8	7394673	7410109	2.20e-95	345
KWMTBOMO04482	KWMTBOMO04482	Bomo_Chr8	7466333	7483550	2.34e-135	478
KWMTBOMO04485	KWMTBOMO04485	Bomo_Chr8	7581913	7600387	0.0	1585
KWMTBOMO04498	KWMTBOMO04498	Bomo_Chr8	8215648	8218754	1.19e-146	516
KWMTBOMO04502	KWMTBOMO04502	Bomo_Chr8	8250188	8259274	0.0	1367
KWMTBOMO04503	KWMTBOMO04503	Bomo_Chr8	8266413	8282567	2.94e-128	454
KWMTBOMO04504	KWMTBOMO04504	Bomo_Chr8	8285388	8286005	1.32e-101	365
KWMTBOMO04505	KWMTBOMO04505	Bomo_Chr8	8286478	8301636	0.0	1517
KWMTBOMO04506	KWMTBOMO04506	Bomo_Chr8	8301670	8305087	0.0	1279
KWMTBOMO04511	KWMTBOMO04511	Bomo_Chr8	8337769	8346387	0.0	1956
KWMTBOMO04512	KWMTBOMO04512	Bomo_Chr8	8347868	8348853	1.73e-118	422
KWMTBOMO04517	KWMTBOMO04517	Bomo_Chr8	8564068	8577304	0.0	926
KWMTBOMO04519	KWMTBOMO04519	Bomo_Chr8	8661555	8666567	5.10e-85	310
KWMTBOMO04523	KWMTBOMO04523	Bomo_Chr8	8917492	8947957	0.0	1036
KWMTBOMO04526	KWMTBOMO04526	Bomo_Chr8	9157538	9172094	0.0	889
KWMTBOMO04527	KWMTBOMO04527	Bomo_Chr8	9180189	9235487	0.0	1667
KWMTBOMO04540	KWMTBOMO04540	Bomo_Chr8	9407607	9409190	0.0	950
KWMTBOMO04542	KWMTBOMO04542	Bomo_Chr8	9426407	9438906	0.0	706
KWMTBOMO04544	KWMTBOMO04544	Bomo_Chr8	9450845	9460176	8.43e-176	613
KWMTBOMO04546	KWMTBOMO04546	Bomo_Chr8	9461597	9491976	0.0	2045
KWMTBOMO04548	KWMTBOMO04548	Bomo_Chr8	9504936	9506906	2.64e-133	471
KWMTBOMO04549	KWMTBOMO04549	Bomo_Chr8	9578203	9580516	5.75e-127	450
KWMTBOMO04550	KWMTBOMO04550	Bomo_Chr8	9585191	9585996	1.45e-152	535
KWMTBOMO04552	KWMTBOMO04552	Bomo_Chr8	9595877	9597671	1.38e-87	319
KWMTBOMO04553	KWMTBOMO04553	Bomo_Chr8	9603768	9609596	0.0	741
KWMTBOMO04555	KWMTBOMO04555	Bomo_Chr8	9630807	9636908	0.0	1403
KWMTBOMO04556	KWMTBOMO04556	Bomo_Chr8	9638106	9640566	4.52e-118	420
KWMTBOMO04565	KWMTBOMO04565	Bomo_Chr8	9929312	9937344	0.0	702
KWMTBOMO04566	KWMTBOMO04566	Bomo_Chr8	9944740	9947541	3.69e-152	534
KWMTBOMO04570	KWMTBOMO04570	Bomo_Chr8	10030652	10048982	0.0	1190
KWMTBOMO04571	KWMTBOMO04571	Bomo_Chr8	10060702	10073315	0.0	1306
KWMTBOMO04577	KWMTBOMO04577	Bomo_Chr8	10264230	10332331	0.0	614
KWMTBOMO04579	KWMTBOMO04579	Bomo_Chr8	10347480	10353055	0.0	971
KWMTBOMO04580	KWMTBOMO04580	Bomo_Chr8	10354771	10355419	7.41e-86	313
KWMTBOMO04581	KWMTBOMO04581	Bomo_Chr8	10355860	10361257	0.0	526
KWMTBOMO04582	KWMTBOMO04582	Bomo_Chr8	10365540	10367478	5.45e-154	338
KWMTBOMO04583	KWMTBOMO04583	Bomo_Chr8	10376730	10386949	0.0	712
KWMTBOMO04584	KWMTBOMO04584	Bomo_Chr8	10387964	10389599	1.46e-127	452
KWMTBOMO04585	KWMTBOMO04585	Bomo_Chr8	10391210	10403021	0.0	1476
KWMTBOMO04586	KWMTBOMO04586	Bomo_Chr8	10404400	10410274	0.0	708
KWMTBOMO04587	KWMTBOMO04587	Bomo_Chr8	10417160	10418142	4.05e-139	490
KWMTBOMO04588	KWMTBOMO04588	Bomo_Chr8	10419146	10425899	9.60e-115	409
KWMTBOMO04589	KWMTBOMO04589	Bomo_Chr8	10434030	10445679	0.0	969
KWMTBOMO04590	KWMTBOMO04590	Bomo_Chr8	10449330	10452953	5.87e-97	350
KWMTBOMO04591	KWMTBOMO04591	Bomo_Chr8	10453085	10456629	0.0	777
KWMTBOMO04592	KWMTBOMO04592	Bomo_Chr8	10460260	10464886	0.0	1120
KWMTBOMO04594	KWMTBOMO04594	Bomo_Chr8	10484724	10487029	9.57e-165	503
KWMTBOMO04599	KWMTBOMO04599	Bomo_Chr8	10555652	10557149	2.51e-102	230
KWMTBOMO04602	KWMTBOMO04602	Bomo_Chr8	10595499	10598256	0.0	872
KWMTBOMO04604	KWMTBOMO04604	Bomo_Chr8	10619096	10623766	0.0	980
KWMTBOMO04606	KWMTBOMO04606	Bomo_Chr8	10636107	10640405	0.0	671
KWMTBOMO04608	KWMTBOMO04608	Bomo_Chr8	10647767	10649480	2.84e-116	243
KWMTBOMO04610	KWMTBOMO04610	Bomo_Chr8	10651485	10662826	0.0	1410
KWMTBOMO04612	KWMTBOMO04612	Bomo_Chr8	10688019	10696006	0.0	1407
KWMTBOMO04615	KWMTBOMO04615	Bomo_Chr8	10736627	10739651	0.0	992
KWMTBOMO04618	KWMTBOMO04618	Bomo_Chr8	10750825	10755416	0.0	932
KWMTBOMO04621	KWMTBOMO04621	Bomo_Chr8	10766232	10772616	0.0	731
KWMTBOMO04625	KWMTBOMO04625	Bomo_Chr8	11026931	11074005	0.0	1633
KWMTBOMO04626	KWMTBOMO04626	Bomo_Chr8	11076121	11079107	2.28e-87	318
KWMTBOMO04627	KWMTBOMO04627	Bomo_Chr8	11079137	11088480	0.0	2324
